X,Y
0.749080237694725,5.9963209507789
1.9014286128198323,10.60571445127933
1.4639878836228102,8.85595153449124
1.1973169683940732,7.789267873576293
0.31203728088487304,4.248149123539492
0.3119890406724053,4.247956162689621
0.11616722433639892,3.4646688973455957
1.7323522915498704,9.92940916619948
1.2022300234864176,7.80892009394567
1.416145155592091,8.664580622368364
0.041168988591604894,3.1646759543664196
1.9398197043239886,10.759278817295954
1.6648852816008435,9.659541126403374
0.4246782213565523,4.698712885426209
0.36364993441420124,4.454599737656805
0.36680901970686763,4.4672360788274705
0.6084844859190754,5.433937943676302
1.0495128632644757,7.198051453057903
0.8638900372842315,6.455560149136926
0.5824582803960838,5.329833121584335
1.223705789444759,7.894823157779036
0.27898772130408367,4.115950885216335
0.5842892970704363,5.337157188281745
0.7327236865873834,5.930894746349534
0.9121399684340719,6.648559873736287
1.5703519227860272,9.281407691144109
0.39934756431671947,4.597390257266878
1.0284688768272232,7.113875507308893
1.184829137724085,7.73931655089634
0.09290082543999545,3.371603301759982
1.2150897038028767,7.860358815211507
0.34104824737458306,4.364192989498332
0.13010318597055903,3.520412743882236
1.8977710745066665,10.591084298026665
1.9312640661491187,10.725056264596475
1.6167946962329223,9.46717878493169
0.6092275383467414,5.4369101533869655
0.19534422801276774,3.781376912051071
1.3684660530243138,8.473864212097254
0.8803049874792026,6.52121994991681
0.24407646968955765,3.9763058787582306
0.9903538202225404,6.9614152808901615
0.06877704223043679,3.275108168921747
1.8186408041575641,10.274563216630256
0.5175599632000338,5.070239852800135
1.325044568707964,8.300178274831856
0.6234221521788219,5.493688608715288
1.0401360423556216,7.1605441694224865
1.0934205586865593,7.373682234746237
0.3697089110510541,4.478835644204216
1.9391692555291171,10.756677022116468
1.550265646722229,9.201062586888916
1.8789978831283782,10.515991532513514
1.7896547008552977,10.158618803421192
1.1957999576221703,7.783199830488681
1.8437484700462337,10.374993880184935
0.176985004103839,3.707940016415356
0.3919657248382904,4.567862899353162
0.09045457782107613,3.3618183112843045
0.6506606615265287,5.602642646106115
0.777354579378964,6.109418317515856
0.5426980635477918,5.170792254191167
1.6574750183038587,9.629900073215435
0.7135066533871786,5.854026613548714
0.5618690193747615,5.247476077499046
1.085392166316497,7.341568665265988
0.2818484499495253,4.127393799798101
1.6043939615080793,9.417575846032317
0.14910128735954165,3.5964051494381666
1.9737738732010346,10.895095492804138
1.5444895385933148,9.17795815437326
0.3974313630683448,4.589725452273379
0.011044234247204798,3.044176936988819
1.6309228569096683,9.523691427638674
1.4137146876952342,8.654858750780937
1.4580143360819746,8.832057344327898
1.5425406933718915,9.170162773487565
0.14808930346818072,3.592357213872723
0.7169314570885452,5.867725828354181
0.23173811905025943,3.9269524762010377
1.726206851751187,9.904827407004749
1.2465962536551158,7.986385014620463
0.6617960497052984,5.6471841988211935
0.12711670057204727,3.508466802288189
0.6219646434313244,5.487858573725298
0.6503666440534941,5.601466576213976
1.4592123566761281,8.836849426704513
1.2751149427104262,8.100459770841706
1.774425485152653,10.097701940610612
0.9444298503238986,6.777719401295594
0.2391884918766034,3.9567539675064136
1.42648957444599,8.70595829778396
1.5215700972337949,9.08628038893518
1.1225543951389925,7.49021758055597
1.541934359909122,9.167737439636488
0.9875911927287815,6.950364770915126
1.0454656587639881,7.1818626350559525
0.8550820367170993,6.420328146868397
0.05083825348819038,3.2033530139527615
0.2157828539866089,3.8631314159464356
